siteid,sitename,datacreationdate,aqi,status,index,co,no,no2,o3,pm10,pm2.5,so2
26,Miaoli,2024-05-31 09:00,29,Good,,,1.8,3.0,27.8,7.0,,0.7
25,Toufen,2024-05-31 09:00,28,Good,,,3.2,4.0,26.5,7.0,,1.1
24,Hsinchu,2024-05-31 09:00,31,Good,,,4.3,9.4,20.9,14.0,,1.1
23,Zhudong,2024-05-31 09:00,36,Good,,,1.7,3.1,20.9,13.0,,0.9
22,Hukou,2024-05-31 09:00,50,Good,,,5.8,8.9,22.2,17.0,,1.2
21,Longtan,2024-05-31 09:00,38,Good,,,3.1,8.1,24.2,19.0,,0.5
20,Pingzhen,2024-05-31 09:00,41,Good,,,2.1,6.4,24.7,12.0,,0.3
19,Guanyin,2024-05-31 09:00,47,Good,,,4.4,9.0,26.0,29.0,,0.6
18,Dayuan,2024-05-31 09:00,40,Good,,,2.2,8.0,27.1,22.0,,1.2
17,Taoyuan,2024-05-31 09:00,53,Moderate,,,4.9,8.8,25.9,17.0,,1.1
16,Datong,2024-05-31 09:00,48,Good,,,49.5,29.3,12.6,26.0,,1.4
15,Songshan,2024-05-31 09:00,44,Good,,,4.5,13.3,34.0,26.0,,
14,Guting,2024-05-31 09:00,31,Good,,,3.6,9.0,30.8,19.0,,
13,Wanhua,2024-05-31 09:00,36,Good,,,5.1,15.6,26.9,24.0,,0.4
12,Zhongshan,2024-05-31 09:00,30,Good,,,6.6,15.7,26.0,22.0,,0.6
11,Shilin,2024-05-31 09:00,41,Good,,,3.5,12.9,35.9,23.0,,1.1
10,Tamsui,2024-05-31 09:00,42,Good,,,3.5,13.8,,29.0,,1.6
9,Linkou,2024-05-31 09:00,38,Good,,,,,29.4,18.0,,0.7
8,Cailiao,2024-05-31 09:00,32,Good,,,3.4,13.1,34.0,26.0,,0.8
7,Xinzhuang,2024-05-31 09:00,65,Moderate,,,2.9,20.5,43.9,37.0,,1.0
6,Banqiao,2024-05-31 09:00,49,Good,,,5.4,21.6,40.0,38.0,,0.9
5,Tucheng,2024-05-31 09:00,64,Moderate,,,4.2,17.3,37.1,39.0,,0.9
4,Xindian,2024-05-31 09:00,39,Good,,,3.0,9.3,37.1,18.0,,1.5
3,Wanli,2024-05-31 09:00,26,Good,,,9.0,15.9,20.2,36.0,,1.9
2,Xizhi,2024-05-31 09:00,44,Good,,,6.3,16.7,31.5,26.0,,1.6
1,Keelung,2024-05-31 09:00,31,Good,,,3.1,11.2,38.4,22.0,,1.6
313,Pingtung（fangshan）,2024-05-31 08:00,19,Good,,,0.9,1.6,21.6,14.0,,0.2
312,Taichung（Rilana Elementary）,2024-05-31 08:00,16,Good,,,3.1,5.5,15.7,14.0,,0.2
311,New Taipei(Shulin),2024-05-31 08:00,53,Moderate,,,7.3,14.2,10.1,24.0,,0.7
204,Pingtung（Liuqiu）,2024-05-31 08:00,19,Good,,,1.4,1.8,18.3,12.0,,0.4
203,Tainan（Madou）,2024-05-31 08:00,17,Good,,,7.0,10.2,10.8,21.0,,1.3
202,Kaohsiung（Hunei）,2024-05-31 08:00,13,Good,,,4.2,8.9,11.1,14.0,,2.0
201,Changhua（Yuanlin）,2024-05-31 08:00,26,Good,,,3.1,5.1,21.0,18.0,,1.6
85,Dacheng,2024-05-31 08:00,17,Good,,,1.5,2.8,23.5,15.0,,1.2
84,FugueiCape,2024-05-31 08:00,35,Good,,,3.7,7.4,21.3,36.0,,0.7
83,Mailiao,2024-05-31 08:00,18,Good,,,4.5,5.9,21.8,12.0,,1.1
80,Guanshan,2024-05-31 08:00,25,Good,,,2.3,1.5,10.4,21.0,,0.4
78,Magong,2024-05-31 08:00,23,Good,,,1.9,5.2,23.8,7.0,,0.6
77,Kinmen,2024-05-31 08:00,84,Moderate,,,9.1,23.4,10.6,44.0,,4.7
75,Matsu,2024-05-31 08:00,52,Moderate,,,1.3,4.4,35.4,37.0,,1.2
72,Puli,2024-05-31 08:00,26,Good,,,4.3,2.3,8.8,26.0,,0.8
71,Fuxing,2024-05-31 08:00,25,Good,,,9.4,15.8,8.5,20.0,,3.2
70,Yonghe,2024-05-31 08:00,32,Good,,,17.7,10.7,8.6,13.0,,1.0
69,Zhushan,2024-05-31 08:00,32,Good,,,3.1,3.2,8.3,32.0,,0.7
68,Zhongli,2024-05-31 08:00,51,Moderate,,,34.8,23.3,10.0,22.0,,1.6
67,Sanchong,2024-05-31 08:00,35,Good,,,36.8,21.7,9.1,25.0,,0.8
66,Dongshan,2024-05-31 08:00,25,Good,,,4.0,5.1,15.2,23.0,,0.5
65,Yilan,2024-05-31 08:00,17,Good,,,1.6,2.9,17.2,15.0,,1.5
64,Yangming,2024-05-31 08:00,26,Good,,,1.0,1.5,28.4,22.0,,0.7
63,Hualien,2024-05-31 08:00,19,Good,,,4.6,4.7,12.1,15.0,,0.3
62,Taitung,2024-05-31 08:00,23,Good,,,3.2,2.9,11.2,25.0,,0.3
61,Hengchun,2024-05-31 08:00,24,Good,,,0.5,0.4,25.6,15.0,,0.1
60,Chaozhou,2024-05-31 08:00,21,Good,,,2.3,1.5,17.3,21.0,,0.5
59,Pingtung,2024-05-31 08:00,21,Good,,,4.4,7.8,9.6,35.0,,0.8
58,Xiaogang,2024-05-31 08:00,49,Good,,,6.7,14.3,15.9,22.0,,6.0
57,Qianzhen,2024-05-31 08:00,27,Good,,,9.7,16.8,9.3,19.0,,3.3
56,Qianjin,2024-05-31 08:00,17,Good,,,3.4,10.6,14.5,27.0,,3.2
54,Zuoying,2024-05-31 08:00,25,Good,,,5.1,12.0,11.3,21.0,,2.2
53,Nanzi,2024-05-31 08:00,28,Good,,,16.3,17.3,5.2,23.0,,0.9
52,Linyuan,2024-05-31 08:00,27,Good,,,1.9,5.8,20.6,47.0,,1.1
51,Daliao,2024-05-31 08:00,16,Good,,,2.7,5.1,13.1,21.0,,0.5
50,Fengshan,2024-05-31 08:00,15,Good,,,3.8,8.8,10.3,23.0,,1.8
49,Renwu,2024-05-31 08:00,19,Good,,,3.4,8.6,14.6,17.0,,1.6
48,Qiaotou,2024-05-31 08:00,15,Good,,,5.1,9.1,8.7,12.0,,0.3
47,Meinong,2024-05-31 08:00,18,Good,,,1.5,2.5,12.4,20.0,,0.1
46,Tainan,2024-05-31 08:00,18,Good,,,4.0,7.9,16.1,20.0,,0.4
45,Annan,2024-05-31 08:00,19,Good,,,4.2,8.4,18.3,19.0,,0.1
44,Shanhua,2024-05-31 08:00,18,Good,,,1.7,3.5,16.2,15.0,,0.3
43,Xinying,2024-05-31 08:00,19,Good,,,2.2,4.2,19.7,10.0,,0.8
42,Chiayi,2024-05-31 08:00,19,Good,,,2.5,6.0,20.8,16.0,,1.2
41,Taixi,2024-05-31 08:00,19,Good,,,1.2,3.5,23.6,13.0,,1.2
40,Puzi,2024-05-31 08:00,16,Good,,,4.2,6.6,18.8,16.0,,1.1
39,Xingang,2024-05-31 08:00,19,Good,,,2.6,5.4,20.8,16.0,,1.8
38,Lunbei,2024-05-31 08:00,16,Good,,,1.1,3.7,19.5,13.0,,0.4
37,Douliu,2024-05-31 08:00,23,Good,,,5.5,9.3,12.4,23.0,,5.2
36,Nantou,2024-05-31 08:00,30,Good,,,2.5,3.9,12.2,29.0,,0.3
35,Erlin,2024-05-31 08:00,36,Good,,,2.8,5.2,15.7,33.0,,1.5
34,Xianxi,2024-05-31 08:00,25,Good,,,4.2,4.6,21.0,18.0,,0.5
33,Changhua,2024-05-31 08:00,16,Good,,,1.7,3.4,20.0,16.0,,0.3
32,Xitun,2024-05-31 08:00,26,Good,,,8.2,10.8,12.6,27.0,,0.9
31,Zhongming,2024-05-31 08:00,21,Good,,,5.6,9.9,16.2,24.0,,1.4
30,Dali,2024-05-31 08:00,22,Good,,,6.5,8.2,10.6,25.0,,1.2
29,Shalu,2024-05-31 08:00,19,Good,,,3.5,6.3,22.1,18.0,,0.7
28,Fengyuan,2024-05-31 08:00,17,Good,,,3.5,3.4,24.2,11.0,,1.1
27,Sanyi,2024-05-31 08:00,18,Good,,,1.3,0.4,23.9,9.0,,0.7
26,Miaoli,2024-05-31 08:00,33,Good,,,2.2,4.6,20.8,9.0,,0.8
25,Toufen,2024-05-31 08:00,31,Good,,,6.0,7.5,14.3,21.0,,1.4
24,Hsinchu,2024-05-31 08:00,35,Good,,,5.2,8.2,15.7,16.0,,0.5
23,Zhudong,2024-05-31 08:00,42,Good,,,3.0,4.4,11.1,28.0,,3.6
22,Hukou,2024-05-31 08:00,50,Good,,,5.7,7.5,16.2,18.0,,0.7
21,Longtan,2024-05-31 08:00,41,Good,,,4.2,8.8,19.8,22.0,,0.2
20,Pingzhen,2024-05-31 08:00,46,Good,,,4.4,9.8,23.9,24.0,,0.7
19,Guanyin,2024-05-31 08:00,45,Good,,,3.9,7.8,20.7,23.0,,0.6
18,Dayuan,2024-05-31 08:00,45,Good,,,2.9,9.8,21.9,20.0,,1.2
17,Taoyuan,2024-05-31 08:00,56,Moderate,,,7.9,18.5,16.6,29.0,,2.6
16,Datong,2024-05-31 08:00,39,Good,,,84.1,21.8,3.2,27.0,,1.3
15,Songshan,2024-05-31 08:00,44,Good,,,12.7,16.6,17.6,23.0,,
14,Guting,2024-05-31 08:00,30,Good,,,7.8,10.3,11.6,17.0,,2.6
13,Wanhua,2024-05-31 08:00,34,Good,,,6.5,10.1,12.9,18.0,,0.2
12,Zhongshan,2024-05-31 08:00,28,Good,,,11.3,14.0,12.8,20.0,,0.3
11,Shilin,2024-05-31 08:00,41,Good,,,6.3,12.6,16.7,26.0,,0.9
10,Tamsui,2024-05-31 08:00,41,Good,,,7.6,16.5,19.4,31.0,,1.4
9,Linkou,2024-05-31 08:00,41,Good,,,7.9,15.6,20.9,16.0,,0.6
8,Cailiao,2024-05-31 08:00,31,Good,,,7.5,12.6,15.0,19.0,,0.7
7,Xinzhuang,2024-05-31 08:00,63,Moderate,,,4.8,17.3,26.7,37.0,,0.9
6,Banqiao,2024-05-31 08:00,48,Good,,,11.5,26.4,15.5,42.0,,1.0
5,Tucheng,2024-05-31 08:00,62,Moderate,,,12.6,22.0,14.8,44.0,,0.8
4,Xindian,2024-05-31 08:00,37,Good,,,5.0,6.4,17.7,20.0,,1.2
3,Wanli,2024-05-31 08:00,23,Good,,,5.3,8.4,18.0,35.0,,1.2
2,Xizhi,2024-05-31 08:00,44,Good,,,14.5,18.9,14.1,29.0,,0.8
1,Keelung,2024-05-31 08:00,30,Good,,,3.8,10.4,23.6,20.0,,1.0
313,Pingtung（fangshan）,2024-05-31 07:00,20,Good,,,1.4,2.8,15.2,13.0,,0.3
312,Taichung（Rilana Elementary）,2024-05-31 07:00,18,Good,,,3.3,8.8,8.8,14.0,,0.3
311,New Taipei(Shulin),2024-05-31 07:00,55,Moderate,,,11.1,11.9,3.9,29.0,,0.7
204,Pingtung（Liuqiu）,2024-05-31 07:00,20,Good,,,1.1,2.3,17.8,11.0,,0.4
203,Tainan（Madou）,2024-05-31 07:00,16,Good,,,2.4,9.3,11.0,16.0,,0.5
202,Kaohsiung（Hunei）,2024-05-31 07:00,15,Good,,,2.7,9.1,10.4,11.0,,1.5
201,Changhua（Yuanlin）,2024-05-31 07:00,32,Good,,,3.9,7.2,14.0,17.0,,1.7
85,Dacheng,2024-05-31 07:00,16,Good,,,0.4,3.5,18.5,9.0,,1.4
84,FugueiCape,2024-05-31 07:00,36,Good,,,1.9,4.8,17.1,54.0,,0.4
83,Mailiao,2024-05-31 07:00,18,Good,,,2.5,6.4,17.5,11.0,,1.0
80,Guanshan,2024-05-31 07:00,25,Good,,,3.0,2.0,4.4,26.0,,0.4
78,Magong,2024-05-31 07:00,23,Good,,,1.4,5.9,21.9,7.0,,0.7
77,Kinmen,2024-05-31 07:00,84,Moderate,,,9.7,26.0,3.9,39.0,,2.6
75,Matsu,2024-05-31 07:00,53,Moderate,,,1.1,4.2,36.3,30.0,,0.7
72,Puli,2024-05-31 07:00,25,Good,,,3.0,2.3,7.3,31.0,,1.0
71,Fuxing,2024-05-31 07:00,20,Good,,,3.3,11.5,8.6,17.0,,8.4
70,Yonghe,2024-05-31 07:00,37,Good,,,6.3,4.9,7.0,15.0,,0.8
69,Zhushan,2024-05-31 07:00,31,Good,,,3.0,3.8,4.5,35.0,,0.8
68,Zhongli,2024-05-31 07:00,55,Moderate,,,63.3,19.8,2.6,35.0,,1.7
67,Sanchong,2024-05-31 07:00,34,Good,,,35.0,13.8,4.6,24.0,,0.6
66,Dongshan,2024-05-31 07:00,26,Good,,,2.7,3.9,8.3,16.0,,0.2
65,Yilan,2024-05-31 07:00,17,Good,,,1.1,2.7,12.0,21.0,,1.7
64,Yangming,2024-05-31 07:00,27,Good,,,1.0,1.4,24.6,8.0,,0.6
63,Hualien,2024-05-31 07:00,17,Good,,,2.5,2.3,6.5,15.0,,0.4
62,Taitung,2024-05-31 07:00,22,Good,,,2.4,2.5,6.5,28.0,,0.5
61,Hengchun,2024-05-31 07:00,24,Good,,,0.4,0.7,23.7,10.0,,0.1
60,Chaozhou,2024-05-31 07:00,21,Good,,,1.9,1.6,13.7,26.0,,0.5
59,Pingtung,2024-05-31 07:00,18,Good,,,2.1,6.7,8.6,25.0,,0.6
58,Xiaogang,2024-05-31 07:00,46,Good,,,11.0,19.0,5.1,55.0,,3.7
57,Qianzhen,2024-05-31 07:00,20,Good,,,3.6,12.5,9.8,18.0,,7.5
56,Qianjin,2024-05-31 07:00,16,Good,,,1.7,9.7,11.9,19.0,,4.7
54,Zuoying,2024-05-31 07:00,22,Good,,,1.6,7.9,12.5,9.0,,1.1
53,Nanzi,2024-05-31 07:00,28,Good,,,9.2,17.3,5.4,20.0,,0.6
52,Linyuan,2024-05-31 07:00,22,Good,,,0.2,3.2,12.6,40.0,,1.0
51,Daliao,2024-05-31 07:00,16,Good,,,3.5,6.8,4.9,19.0,,0.3
50,Fengshan,2024-05-31 07:00,17,Good,,,1.1,6.4,9.9,18.0,,0.9
49,Renwu,2024-05-31 07:00,19,Good,,,0.7,5.9,15.1,12.0,,1.7
48,Qiaotou,2024-05-31 07:00,14,Good,,,2.2,7.4,10.2,15.0,,0.1
47,Meinong,2024-05-31 07:00,16,Good,,,1.3,2.6,11.2,22.0,,0.1
46,Tainan,2024-05-31 07:00,20,Good,,,2.0,6.8,16.7,17.0,,0.5
45,Annan,2024-05-31 07:00,21,Good,,,1.9,7.6,16.2,14.0,,0.1
44,Shanhua,2024-05-31 07:00,18,Good,,,0.8,2.7,19.2,14.0,,0.3
43,Xinying,2024-05-31 07:00,19,Good,,,1.0,3.0,19.7,7.0,,0.7
42,Chiayi,2024-05-31 07:00,19,Good,,,1.2,4.6,19.7,11.0,,1.1
41,Taixi,2024-05-31 07:00,18,Good,,,1.1,3.9,19.4,8.0,,1.0
40,Puzi,2024-05-31 07:00,17,Good,,,6.7,10.2,13.4,30.0,,1.2
39,Xingang,2024-05-31 07:00,19,Good,,,1.5,6.1,16.7,19.0,,1.9
38,Lunbei,2024-05-31 07:00,17,Good,,,0.4,4.4,15.1,14.0,,0.5
37,Douliu,2024-05-31 07:00,23,Good,,,1.9,4.3,10.1,23.0,,1.9
36,Nantou,2024-05-31 07:00,31,Good,,,1.7,3.9,7.5,32.0,,0.2
35,Erlin,2024-05-31 07:00,37,Good,,,2.7,6.3,10.8,25.0,,1.5
34,Xianxi,2024-05-31 07:00,26,Good,,,5.4,6.8,8.5,19.0,,0.3
33,Changhua,2024-05-31 07:00,16,Good,,,1.5,4.1,15.0,15.0,,0.6
32,Xitun,2024-05-31 07:00,25,Good,,,4.7,8.1,6.3,26.0,,0.8
31,Zhongming,2024-05-31 07:00,22,Good,,,4.1,8.0,6.8,19.0,,1.3
30,Dali,2024-05-31 07:00,20,Good,,,2.5,5.0,8.5,22.0,,0.9
29,Shalu,2024-05-31 07:00,20,Good,,,2.5,6.2,17.2,18.0,,0.7
28,Fengyuan,2024-05-31 07:00,16,Good,,,2.7,5.3,20.8,11.0,,0.8
27,Sanyi,2024-05-31 07:00,18,Good,,,1.4,0.6,21.5,10.0,,0.6
26,Miaoli,2024-05-31 07:00,35,Good,,,3.7,7.7,9.1,15.0,,0.9
25,Toufen,2024-05-31 07:00,32,Good,,,4.9,5.0,6.8,22.0,,0.7
24,Hsinchu,2024-05-31 07:00,34,Good,,,8.1,13.2,7.0,17.0,,0.1
23,Zhudong,2024-05-31 07:00,43,Good,,,2.6,3.9,7.3,28.0,,1.9
22,Hukou,2024-05-31 07:00,50,Good,,,7.4,12.5,10.7,57.0,,0.4
21,Longtan,2024-05-31 07:00,46,Good,,,8.7,12.7,8.8,24.0,,0.4
20,Pingzhen,2024-05-31 07:00,51,Moderate,,,5.5,13.8,9.7,26.0,,1.0
19,Guanyin,2024-05-31 07:00,44,Good,,,3.4,9.3,14.2,33.0,,0.5
18,Dayuan,2024-05-31 07:00,48,Good,,,5.4,15.9,10.8,32.0,,1.2
17,Taoyuan,2024-05-31 07:00,57,Moderate,,,7.4,18.0,7.9,29.0,,2.0
16,Datong,2024-05-31 07:00,37,Good,,,34.9,14.0,3.5,19.0,,1.2
15,Songshan,2024-05-31 07:00,41,Good,,,5.8,11.1,9.0,23.0,,
14,Guting,2024-05-31 07:00,29,Good,,,5.9,7.9,5.9,21.0,,2.0
13,Wanhua,2024-05-31 07:00,32,Good,,,4.9,8.1,7.6,18.0,,0.1
12,Zhongshan,2024-05-31 07:00,27,Good,,,18.7,11.7,5.8,23.0,,0.3
11,Shilin,2024-05-31 07:00,44,Good,,,8.0,13.1,5.7,21.0,,0.6
10,Tamsui,2024-05-31 07:00,40,Good,,,5.8,12.8,8.2,20.0,,1.4
9,Linkou,2024-05-31 07:00,43,Good,,,21.9,21.1,8.7,36.0,,1.0
8,Cailiao,2024-05-31 07:00,31,Good,,,5.1,9.4,7.4,13.0,,0.7
7,Xinzhuang,2024-05-31 07:00,62,Moderate,,,6.4,15.3,10.1,36.0,,1.3
6,Banqiao,2024-05-31 07:00,42,Good,,,8.0,17.9,7.8,28.0,,0.7
5,Tucheng,2024-05-31 07:00,61,Moderate,,,22.2,15.9,3.3,38.0,,0.4
4,Xindian,2024-05-31 07:00,36,Good,,,3.8,4.9,8.5,15.0,,1.1
3,Wanli,2024-05-31 07:00,21,Good,,,5.2,6.0,7.6,20.0,,0.5
2,Xizhi,2024-05-31 07:00,45,Good,,,22.7,14.0,3.3,26.0,,0.6
1,Keelung,2024-05-31 07:00,28,Good,,,13.9,14.2,5.7,25.0,,0.7
313,Pingtung（fangshan）,2024-05-31 06:00,21,Good,,,0.9,2.8,,12.0,,0.2
312,Taichung（Rilana Elementary）,2024-05-31 06:00,19,Good,,,4.2,10.4,6.1,21.0,,0.0
311,New Taipei(Shulin),2024-05-31 06:00,54,Moderate,,,3.4,8.8,4.2,23.0,,0.5
204,Pingtung（Liuqiu）,2024-05-31 06:00,21,Good,,,1.0,1.7,16.5,8.0,,0.4
203,Tainan（Madou）,2024-05-31 06:00,17,Good,,,0.5,3.8,15.5,13.0,,0.5
202,Kaohsiung（Hunei）,2024-05-31 06:00,16,Good,,,1.2,5.6,13.3,8.0,,1.1
201,Changhua（Yuanlin）,2024-05-31 06:00,35,Good,,,1.8,7.1,10.0,20.0,,1.6
85,Dacheng,2024-05-31 06:00,15,Good,,,0.8,2.8,17.4,7.0,,1.5
84,FugueiCape,2024-05-31 06:00,31,Good,,,0.5,4.8,16.8,28.0,,0.4
83,Mailiao,2024-05-31 06:00,17,Good,,,0.7,3.7,19.4,7.0,,0.9
80,Guanshan,2024-05-31 06:00,25,Good,,,2.1,2.6,2.9,29.0,,0.2
78,Magong,2024-05-31 06:00,24,Good,,,0.6,7.6,18.0,10.0,,0.9
77,Kinmen,2024-05-31 06:00,85,Moderate,,,5.8,27.9,1.6,33.0,,1.3
75,Matsu,2024-05-31 06:00,51,Moderate,,,0.9,6.7,31.2,28.0,,0.6
72,Puli,2024-05-31 06:00,27,Good,,,1.8,2.7,5.5,28.0,,0.7
71,Fuxing,2024-05-31 06:00,18,Good,,,1.2,7.2,12.2,10.0,,7.9
70,Yonghe,2024-05-31 06:00,40,Good,,,6.0,7.1,4.9,14.0,,0.8
69,Zhushan,2024-05-31 06:00,30,Good,,,2.2,4.3,4.0,37.0,,0.6
68,Zhongli,2024-05-31 06:00,57,Moderate,,,15.2,12.5,5.5,25.0,,1.4
67,Sanchong,2024-05-31 06:00,35,Good,,,36.7,11.9,2.9,19.0,,0.5
66,Dongshan,2024-05-31 06:00,25,Good,,,1.3,4.1,5.8,24.0,,0.2
65,Yilan,2024-05-31 06:00,16,Good,,,0.8,3.0,9.1,19.0,,1.0
64,Yangming,2024-05-31 06:00,28,Good,,,0.8,1.2,28.4,6.0,,0.6
63,Hualien,2024-05-31 06:00,18,Good,,,2.3,4.2,3.9,22.0,,0.3
62,Taitung,2024-05-31 06:00,20,Good,,,2.1,2.9,5.7,26.0,,0.5
61,Hengchun,2024-05-31 06:00,25,Good,,,0.3,0.9,25.7,16.0,,0.0
60,Chaozhou,2024-05-31 06:00,19,Good,,,1.7,1.5,14.8,23.0,,0.5
59,Pingtung,2024-05-31 06:00,17,Good,,,0.7,5.3,9.4,18.0,,0.5
58,Xiaogang,2024-05-31 06:00,26,Good,,,2.0,14.5,5.9,20.0,,4.7
57,Qianzhen,2024-05-31 06:00,30,Good,,,0.9,8.2,13.4,12.0,,12.2
56,Qianjin,2024-05-31 06:00,16,Good,,,0.5,7.6,12.3,9.0,,1.4
54,Zuoying,2024-05-31 06:00,20,Good,,,0.7,5.5,15.1,8.0,,1.0
53,Nanzi,2024-05-31 06:00,23,Good,,,2.7,14.2,6.2,19.0,,0.5
52,Linyuan,2024-05-31 06:00,19,Good,,,0.0,2.7,13.6,28.0,,0.9
51,Daliao,2024-05-31 06:00,16,Good,,,1.2,8.9,4.4,22.0,,0.3
50,Fengshan,2024-05-31 06:00,18,Good,,,0.1,4.8,13.1,12.0,,0.5
49,Renwu,2024-05-31 06:00,20,Good,,,0.2,4.0,20.9,9.0,,1.4
48,Qiaotou,2024-05-31 06:00,16,Good,,,1.1,6.2,12.3,11.0,,0.3
47,Meinong,2024-05-31 06:00,17,Good,,,0.8,1.5,16.2,19.0,,0.0
46,Tainan,2024-05-31 06:00,23,Good,,,1.2,6.1,17.2,12.0,,0.4
45,Annan,2024-05-31 06:00,22,Good,,,0.8,5.7,19.6,11.0,,0.2
44,Shanhua,2024-05-31 06:00,18,Good,,,0.7,2.8,18.1,13.0,,0.3
43,Xinying,2024-05-31 06:00,19,Good,,,0.8,2.3,21.4,16.0,,0.8
42,Chiayi,2024-05-31 06:00,19,Good,,,0.7,1.9,22.5,3.0,,1.0
41,Taixi,2024-05-31 06:00,18,Good,,,0.6,2.3,22.1,7.0,,1.0
40,Puzi,2024-05-31 06:00,16,Good,,,1.4,4.4,21.9,10.0,,0.9
39,Xingang,2024-05-31 06:00,20,Good,,,,,,,,2.1
38,Lunbei,2024-05-31 06:00,19,Good,,,0.4,4.2,17.1,9.0,,0.8
37,Douliu,2024-05-31 06:00,23,Good,,,0.8,3.6,9.0,23.0,,0.6
36,Nantou,2024-05-31 06:00,30,Good,,,1.6,4.8,3.1,38.0,,0.2
35,Erlin,2024-05-31 06:00,38,Good,,,1.1,8.7,6.2,29.0,,1.4
34,Xianxi,2024-05-31 06:00,26,Good,,,2.4,9.6,8.1,41.0,,0.7
33,Changhua,2024-05-31 06:00,18,Good,,,0.6,5.0,14.6,13.0,,0.8
32,Xitun,2024-05-31 06:00,25,Good,,,1.4,8.0,6.3,25.0,,0.7
31,Zhongming,2024-05-31 06:00,23,Good,,,1.3,4.8,7.7,18.0,,1.4
30,Dali,2024-05-31 06:00,19,Good,,,1.5,7.0,5.8,22.0,,0.9
29,Shalu,2024-05-31 06:00,21,Good,,,1.1,5.1,19.3,12.0,,0.5
28,Fengyuan,2024-05-31 06:00,17,Good,,,1.2,4.2,16.8,16.0,,1.0
27,Sanyi,2024-05-31 06:00,19,Good,,,1.3,0.9,18.0,13.0,,0.5
26,Miaoli,2024-05-31 06:00,36,Good,,,2.0,7.4,5.5,17.0,,0.9
25,Toufen,2024-05-31 06:00,32,Good,,,2.0,4.7,5.2,23.0,,0.7
24,Hsinchu,2024-05-31 06:00,32,Good,,,4.5,13.3,2.5,18.0,,0.3
23,Zhudong,2024-05-31 06:00,45,Good,,,1.4,5.0,3.9,26.0,,0.8
22,Hukou,2024-05-31 06:00,51,Moderate,,,6.3,16.6,4.6,23.0,,0.3
21,Longtan,2024-05-31 06:00,51,Moderate,,,3.2,11.4,6.4,22.0,,0.1
20,Pingzhen,2024-05-31 06:00,52,Moderate,,,2.4,15.0,5.1,25.0,,0.5
19,Guanyin,2024-05-31 06:00,44,Good,,,2.2,11.6,10.9,25.0,,0.2
18,Dayuan,2024-05-31 06:00,49,Good,,,1.8,19.3,6.3,32.0,,1.2
17,Taoyuan,2024-05-31 06:00,57,Moderate,,,4.6,17.5,5.2,31.0,,2.5
16,Datong,2024-05-31 06:00,38,Good,,,10.6,9.9,4.1,19.0,,1.0
15,Songshan,2024-05-31 06:00,41,Good,,,1.8,9.1,6.3,18.0,,
14,Guting,2024-05-31 06:00,26,Good,,,2.3,7.2,3.8,22.0,,1.9
13,Wanhua,2024-05-31 06:00,28,Good,,,1.4,6.4,6.4,21.0,,0.0
12,Zhongshan,2024-05-31 06:00,26,Good,,,1.3,7.6,6.2,18.0,,0.1
11,Shilin,2024-05-31 06:00,41,Good,,,1.9,9.7,5.1,20.0,,0.6
10,Tamsui,2024-05-31 06:00,40,Good,,,2.6,16.9,,24.0,,1.8
9,Linkou,2024-05-31 06:00,40,Good,,,10.9,24.4,8.4,29.0,,0.8
8,Cailiao,2024-05-31 06:00,32,Good,,,3.0,11.7,3.9,20.0,,0.6
7,Xinzhuang,2024-05-31 06:00,61,Moderate,,,2.2,15.7,4.4,41.0,,1.5
6,Banqiao,2024-05-31 06:00,40,Good,,,4.3,17.1,4.2,24.0,,0.5
5,Tucheng,2024-05-31 06:00,57,Moderate,,,22.0,12.8,3.1,33.0,,0.3
4,Xindian,2024-05-31 06:00,36,Good,,,1.7,4.3,9.8,18.0,,1.2
3,Wanli,2024-05-31 06:00,21,Good,,,1.5,5.0,6.3,18.0,,0.3
2,Xizhi,2024-05-31 06:00,47,Good,,,15.1,10.5,2.5,21.0,,0.6
1,Keelung,2024-05-31 06:00,27,Good,,,4.5,10.3,2.9,18.0,,0.5
313,Pingtung（fangshan）,2024-05-31 05:00,21,Good,,,0.3,2.1,15.7,12.0,,0.0
312,Taichung（Rilana Elementary）,2024-05-31 05:00,19,Good,,,1.3,10.5,7.5,9.0,,0.0
311,New Taipei(Shulin),2024-05-31 05:00,53,Moderate,,,0.5,5.5,6.0,25.0,,0.3
204,Pingtung（Liuqiu）,2024-05-31 05:00,23,Good,,,1.1,0.6,21.6,10.0,,0.4
203,Tainan（Madou）,2024-05-31 05:00,17,Good,,,0.4,2.6,17.6,14.0,,0.1
202,Kaohsiung（Hunei）,2024-05-31 05:00,17,Good,,,1.1,4.2,14.6,11.0,,1.8
201,Changhua（Yuanlin）,2024-05-31 05:00,36,Good,,,1.4,5.8,10.9,25.0,,1.6
85,Dacheng,2024-05-31 05:00,15,Good,,,0.9,1.7,19.3,11.0,,1.2
84,FugueiCape,2024-05-31 05:00,32,Good,,,0.1,5.2,20.2,28.0,,0.6
83,Mailiao,2024-05-31 05:00,17,Good,,,0.6,2.1,22.0,9.0,,0.9
80,Guanshan,2024-05-31 05:00,24,Good,,,1.9,2.4,2.3,32.0,,0.3
78,Magong,2024-05-31 05:00,25,Good,,,0.1,4.3,24.5,7.0,,0.7
77,Kinmen,2024-05-31 05:00,84,Moderate,,,2.0,28.1,1.6,34.0,,2.2
